Date,Open,High,Low,Close,Adj Close,Volume
2004-12-01,1.210536,1.213393,1.100000,1.150000,0.981906,15948615200
2005-01-01,1.156786,1.390893,1.117857,1.373214,1.172494,25708244800
2005-02-01,1.375893,1.622857,1.367500,1.602143,1.367961,21448946400
2005-03-01,1.606786,1.611071,1.386786,1.488214,1.270685,14675920000
2005-04-01,1.503214,1.587500,1.214286,1.287857,1.099614,19375518400
2005-05-01,1.293214,1.462143,1.182500,1.420000,1.212441,12858294400
2005-06-01,1.424643,1.455714,1.268571,1.314643,1.122484,11327195600
2005-07-01,1.315357,1.585000,1.296071,1.523214,1.300569,10094246400
2005-08-01,1.520357,1.726071,1.500714,1.674643,1.429864,9400806800
2005-09-01,1.678571,1.948571,1.646071,1.914643,1.634783,12347770400
2005-10-01,1.934286,2.070714,1.709643,2.056786,1.756149,18643447200
2005-11-01,2.044286,2.538214,2.031071,2.422143,2.068102,13456427600
2005-12-01,2.462500,2.695000,2.457500,2.567500,2.192214,13064164400
2006-01-01,2.585000,3.085714,2.531071,2.696786,2.302603,21878371200
2006-02-01,2.676786,2.730714,2.246429,2.446071,2.088533,18760697200
2006-03-01,2.458571,2.499643,2.059643,2.240000,1.912584,23192632400
2006-04-01,2.273929,2.573214,2.180357,2.513929,2.146472,20119282400
2006-05-01,2.527500,2.635714,2.096071,2.134643,1.822627,15608779200
2006-06-01,2.137500,2.253571,1.978929,2.045357,1.746391,17936623600
2006-07-01,2.054286,2.451071,1.791429,2.427143,2.072372,17479742000
2006-08-01,2.400714,2.500000,2.235000,2.423214,2.069018,17887646000
2006-09-01,2.445714,2.777857,2.422143,2.749286,2.347428,17721558400
2006-10-01,2.682143,2.950000,2.592857,2.895714,2.472453,14387956800
2006-11-01,2.896429,3.327143,2.778214,3.273571,2.795079,13834884000
2006-12-01,3.278571,3.297500,2.741786,3.030000,2.587110,16890792800
2007-01-01,3.081786,3.492857,2.925000,3.061786,2.614251,27209781200
2007-02-01,3.079643,3.243214,2.959286,3.021786,2.580097,13722354800
2007-03-01,3.001071,3.458214,2.991071,3.318214,2.833197,15918644000
2007-04-01,3.362143,3.660714,3.200000,3.564286,3.043301,13459740000
2007-05-01,3.556786,4.363214,3.519643,4.328214,3.695567,17365068000
2007-06-01,4.325000,4.557500,4.121429,4.358571,3.721487,23279541600
2007-07-01,4.323214,5.318571,4.260714,4.705714,4.017888,24018573600
2007-08-01,4.772857,4.987500,3.986429,4.945714,4.222807,24360798000
2007-09-01,4.997857,5.535714,4.642857,5.481071,4.679914,20931223600
2007-10-01,5.522500,6.790000,5.461786,6.783929,5.792336,23277791600
2007-11-01,6.735714,6.881429,5.379643,6.507857,5.556616,26199790400
2007-12-01,6.495000,7.248571,6.321071,7.074286,6.040251,17252678800
2008-01-01,7.116786,7.152143,4.505000,4.834286,4.127669,35173888400
2008-02-01,4.865714,4.878214,4.122857,4.465000,3.812360,24865954400
2008-03-01,4.444286,5.205000,4.214286,5.125000,4.375887,22927273600
2008-04-01,5.225000,6.428571,5.128929,6.212500,5.304431,22786982400
2008-05-01,6.248571,6.865714,6.142857,6.741071,5.755742,18588214400
2008-06-01,6.735714,6.783929,5.862500,5.980000,5.105914,19475794800
2008-07-01,5.865357,6.461071,5.233214,5.676786,4.847021,19749760800
2008-08-01,5.710714,6.444643,5.461071,6.054643,5.169647,13085755200
2008-09-01,6.157143,6.196429,3.592500,4.059286,3.465947,24067562400
2008-10-01,3.997143,4.157143,3.035714,3.842500,3.280849,41426711200
2008-11-01,3.783214,3.992500,2.826429,3.309643,2.825879,23619461600
2008-12-01,3.260714,3.700000,3.019643,3.048214,2.602662,20213846800
2009-01-01,3.067143,3.470357,2.792857,3.218929,2.748424,18105740800
2009-02-01,3.182143,3.678571,3.089643,3.189643,2.723419,13867450800
2009-03-01,3.147143,3.927857,2.940357,3.754286,3.205530,15424598000
2009-04-01,3.717500,4.542857,3.710357,4.493929,3.837059,11821681200
2009-05-01,4.492857,4.853571,4.263571,4.850357,4.141389,9457142800
2009-06-01,4.873929,5.228571,4.745714,5.086786,4.343260,12675572000
2009-07-01,5.125000,5.892857,4.800714,5.835357,4.982414,10942136800
2009-08-01,5.900357,6.160357,5.693571,6.007500,5.129395,8165124800
2009-09-01,5.999643,6.746429,5.861071,6.619643,5.652063,9989319200
2009-10-01,6.619643,7.453929,6.453571,6.732143,5.748118,12956176800
2009-11-01,6.778571,7.428571,6.627500,7.139643,6.096056,8454784800
2009-12-01,7.222857,7.641071,6.738571,7.526071,6.425999,11393958800
2010-01-01,7.622500,7.699643,6.794643,6.859286,5.856678,15168994400
2010-02-01,6.870357,7.327500,6.816071,7.307857,6.239683,10776080000
2010-03-01,7.348214,8.481429,7.337500,8.392857,7.166088,12154172800
2010-04-01,8.478929,9.730714,8.312500,9.324643,7.961679,12367129600
2010-05-01,9.422857,9.567143,7.116071,9.174286,7.833297,18082654800
2010-06-01,9.274643,9.964643,8.650000,8.983214,7.670156,16651252800
2010-07-01,9.082143,9.499643,8.557143,9.187500,7.844582,15669704400
2010-08-01,9.301429,9.438571,8.412857,8.682143,7.413091,9589120800
2010-09-01,8.838214,10.526071,8.795714,10.133929,8.652673,11849919200
2010-10-01,10.219643,11.392857,9.920357,10.749286,9.178082,12234577600
2010-11-01,10.793571,11.475000,10.634286,11.112500,9.488211,9508086000
2010-12-01,11.259643,11.666429,11.246071,11.520000,9.836144,6973234800
2011-01-01,11.630000,12.450000,11.601429,12.118571,10.347225,10841535600
2011-02-01,12.189286,13.032143,12.061429,12.614643,10.770784,9295949600
2011-03-01,12.695357,12.916786,11.652143,12.446786,10.627465,11306458800
2011-04-01,12.539643,12.683214,11.434286,12.504643,10.676860,9253829200
2011-05-01,12.490714,12.565357,11.765000,12.422500,10.606728,6912060400
2011-06-01,12.459643,12.576071,11.089286,11.988214,10.235918,9263850400
2011-07-01,11.998214,14.446429,11.935714,13.945714,11.907298,10653946800
2011-08-01,14.206429,14.267857,12.607857,13.743929,11.735004,16142599200
2011-09-01,13.779286,15.102143,13.088571,13.618571,11.627970,11977448000
2011-10-01,13.584643,15.239286,12.651429,14.456429,12.343361,13141427600
2011-11-01,14.193214,14.571429,12.975714,13.650000,11.654803,8963701600
2011-12-01,13.662143,14.610357,13.488571,14.464286,12.350071,6306532400
2012-01-01,14.621429,16.365713,14.607143,16.302856,13.919897,6859854400
2012-02-01,16.371786,19.557501,16.213572,19.372856,16.541157,11368554400
2012-03-01,19.577499,22.194643,18.436428,21.412500,18.282675,15584338000
2012-04-01,21.493929,23.000000,19.821428,20.856428,17.807880,15598990400
2012-05-01,20.889286,21.312857,18.649286,20.633215,17.617292,11106345600
2012-06-01,20.327143,21.071428,19.589287,20.857143,17.808496,7855825600
2012-07-01,20.883215,22.138214,20.357143,21.812857,18.624516,8909650400
2012-08-01,21.996786,24.316786,21.437500,23.758572,20.285822,8276206400
2012-09-01,23.777143,25.181070,23.428572,23.825001,20.429892,9199005200
2012-10-01,23.969999,24.169643,20.989286,21.261429,18.231627,12142830000
2012-11-01,21.365000,21.535713,18.062500,20.902857,17.924154,12929851200
2012-12-01,21.201786,21.235357,17.901072,19.006071,16.372097,12132752800
2013-01-01,19.779285,19.821428,15.535714,16.267500,14.013059,13123423600
2013-02-01,16.396786,17.319286,15.630714,15.764286,13.579585,9344034000
2013-03-01,15.642857,16.783930,14.964286,15.809286,13.697714,9176876800
2013-04-01,15.782143,15.901786,13.753571,15.813571,13.701427,10963489600
2013-05-01,15.873571,16.633928,14.960714,16.061787,13.916489,9447530400
2013-06-01,16.097500,16.229643,13.888214,14.161786,12.351483,7018536000
2013-07-01,14.381786,16.333570,14.329286,16.161785,14.095821,6538114800
2013-08-01,16.276787,18.347857,16.187857,17.400715,15.176373,8058338400
2013-09-01,17.610714,18.139999,15.972143,17.026787,14.948300,8630941200
2013-10-01,17.087500,19.258928,17.081429,18.667856,16.389046,7837732000
2013-11-01,18.715000,19.940357,18.299286,19.859644,17.435345,5225155600
2013-12-01,19.928572,20.540714,19.242857,20.036428,17.693254,7057397200
2014-01-01,19.845715,20.007143,17.626785,17.878571,15.787745,8765954400
2014-02-01,17.950357,19.685356,17.832144,18.794287,16.596373,5880366800
2014-03-01,18.693571,19.607143,18.671785,19.169287,17.028847,5001698800
2014-04-01,19.205713,21.408215,18.261786,21.074642,18.721453,6435060800
2014-05-01,21.142857,23.006071,20.726070,22.607143,20.082830,5735668400
2014-06-01,22.641430,23.762501,22.232143,23.232500,20.753633,4827739200
2014-07-01,23.379999,24.860001,23.142500,23.900000,21.349915,4140344000
2014-08-01,23.725000,25.725000,23.320000,25.625000,22.890860,3748308000
2014-09-01,25.764999,25.934999,24.035000,25.187500,22.611954,6105680000
2014-10-01,25.147499,27.010000,23.795000,27.000000,24.239117,5441120800
2014-11-01,27.055000,29.937500,26.930000,29.732500,26.692205,3281632800
2014-12-01,29.702499,29.812500,26.565001,27.594999,24.880695,4294378400
2015-01-01,27.847500,30.000000,26.157499,29.290001,26.408978,5221053600
2015-02-01,29.512501,33.400002,29.020000,32.115002,28.956100,4546140800
2015-03-01,32.312500,32.570000,30.407499,31.107500,28.158396,4554568400
2015-04-01,31.205000,33.634998,30.775000,31.287500,28.321331,3984542000
2015-05-01,31.525000,33.242500,30.840000,32.570000,29.482246,3816608400
2015-06-01,32.570000,32.847500,31.120001,31.357500,28.503258,3514426800
2015-07-01,31.725000,33.242500,29.805000,30.325001,27.564741,4233122400
2015-08-01,30.375000,30.642500,23.000000,28.190001,25.624071,6427276400
2015-09-01,27.537500,29.222500,26.840000,27.575001,25.178511,4826189200
2015-10-01,27.267500,30.305000,26.827499,29.875000,27.278624,4450048400
2015-11-01,30.200001,30.955000,27.750000,29.575001,27.004692,3002562400
2015-12-01,29.687500,29.965000,26.205000,26.315001,24.130861,3687660800
2016-01-01,25.652500,26.462500,23.097500,24.334999,22.315203,5087392000
2016-02-01,24.117500,24.722500,23.147499,24.172501,22.166189,3243450400
2016-03-01,24.412500,27.605000,24.355000,27.247499,25.121548,2984198400
2016-04-01,27.195000,28.097500,23.127501,23.434999,21.606512,3489534800
2016-05-01,23.492500,25.182501,22.367500,24.965000,23.017138,3602686000
2016-06-01,24.754999,25.472500,22.875000,23.900000,22.169392,3117990800
2016-07-01,23.872499,26.137501,23.592501,26.052500,24.166029,2743118400
2016-08-01,26.102501,27.557501,26.000000,26.525000,24.604311,2520514000
2016-09-01,26.535000,29.045000,25.632500,28.262501,26.358017,3872062400
2016-10-01,28.177500,29.672501,28.070000,28.385000,26.472263,2747657200
2016-11-01,28.365000,28.442499,26.020000,27.629999,25.768139,2886220000
2016-12-01,27.592501,29.504999,27.062500,28.955000,27.142498,2435086800
2017-01-01,28.950001,30.610001,28.690001,30.337500,28.438456,2252488000
2017-02-01,31.757500,34.369999,31.752501,34.247501,32.103695,2299874400
2017-03-01,34.472500,36.125000,34.262501,35.915001,33.812790,2246513600
2017-04-01,35.927502,36.365002,35.014999,35.912498,33.810421,1493216400
2017-05-01,36.275002,39.162498,36.067501,38.189999,35.954613,2615927200
2017-06-01,38.292500,38.994999,35.549999,36.005001,34.037434,2736712400
2017-07-01,36.220001,38.497501,35.602501,37.182499,35.150589,1688047600
2017-08-01,37.275002,41.130001,37.102501,41.000000,38.759495,2644276000
2017-09-01,41.200001,41.235001,37.290001,38.529999,36.567482,2721496400
2017-10-01,38.564999,42.412498,38.115002,42.259998,40.107498,2017165200
2017-11-01,42.467499,44.060001,41.320000,42.962502,40.774223,2402653600
2017-12-01,42.487499,44.299999,41.615002,42.307499,40.296917,2124735200
2018-01-01,42.540001,45.025002,41.174999,41.857498,39.868305,2638717600
2018-02-01,41.792500,45.154999,37.560001,44.529999,42.413811,3711577200
2018-03-01,44.634998,45.875000,41.235001,41.945000,40.114540,2854910800
2018-04-01,41.660000,44.735001,40.157501,41.314999,39.512028,2664617200
2018-05-01,41.602501,47.592499,41.317501,46.717499,44.678776,2483905200
2018-06-01,46.997501,48.549999,45.182499,46.277500,44.428638,2110498000
2018-07-01,45.955002,48.990002,45.855000,47.572498,45.671894,1574765600
2018-08-01,49.782501,57.217499,49.327499,56.907501,54.633953,2801275600
2018-09-01,57.102501,57.417500,53.825001,56.435001,54.370338,2715888000
2018-10-01,56.987499,58.367500,51.522499,54.715000,52.713261,3158994000
2018-11-01,54.762501,55.590000,42.564999,44.645000,43.011677,3845305600
2018-12-01,46.115002,46.235001,36.647499,39.435001,38.124840,3595690000
2019-01-01,38.722500,42.250000,35.500000,41.610001,40.227589,3312349600
2019-02-01,41.740002,43.967499,41.482498,43.287498,41.849350,1890162400
2019-03-01,43.570000,49.422501,42.375000,47.487499,46.106716,2603925600
2019-04-01,47.910000,52.119999,47.095001,50.167500,48.708786,2024470800
2019-05-01,52.470001,53.827499,43.747501,43.767502,42.494877,2957826400
2019-06-01,43.900002,50.392502,42.567501,49.480000,48.226284,2060874800
2019-07-01,50.792500,55.342499,49.602501,53.259998,51.910507,1895406800
2019-08-01,53.474998,54.507500,48.145000,52.185001,50.862747,2724326400
2019-09-01,51.607498,56.605000,51.055000,55.992500,54.781113,2170268400
2019-10-01,56.267502,62.437500,53.782501,62.189999,60.844543,2433210800
2019-11-01,62.384998,67.000000,62.290001,66.812500,65.367035,1793326000
2019-12-01,66.817497,73.492500,64.072502,73.412498,72.039879,2388794800
2020-01-01,74.059998,81.962502,73.187500,77.377502,75.930756,2934370400
2020-02-01,76.074997,81.805000,64.092499,68.339996,67.062218,3019279200
2020-03-01,70.570000,76.000000,53.152500,63.572498,62.531921,6280072400
2020-04-01,61.625000,73.632500,59.224998,73.449997,72.247726,3265299200
2020-05-01,71.562500,81.059998,71.462502,79.485001,78.183968,2805936000
2020-06-01,79.437500,93.095001,79.302498,91.199997,89.950043,3243375600
2020-07-01,91.279999,106.415001,89.144997,106.260002,104.803635,3020283200
2020-08-01,108.199997,131.000000,107.892502,129.039993,127.271431,4070061100
2020-09-01,132.759995,137.979996,103.099998,115.809998,114.428673,3885245100
2020-10-01,117.639999,125.389999,107.720001,108.860001,107.561577,2894666500
2020-11-01,109.110001,121.989998,107.320000,119.050003,117.630035,2123077300
2020-12-01,121.010002,138.789993,120.010002,132.690002,131.333542,2322189600
2021-01-01,133.520004,145.089996,126.379997,131.960007,130.610992,2240262000
2021-02-01,133.750000,137.880005,118.389999,121.260002,120.020393,1833855600
2021-03-01,123.750000,128.720001,116.209999,122.150002,121.081963,2650418200
2021-04-01,123.660004,137.070007,122.489998,131.460007,130.310547,1889857500
2021-05-01,132.039993,134.070007,122.250000,124.610001,123.520439,1711934900
2021-06-01,125.080002,137.410004,123.129997,136.960007,135.993073,1606590000
2021-07-01,136.600006,150.000000,135.759995,145.860001,144.830215,1919035100
2021-08-01,146.360001,153.490005,144.500000,151.830002,150.758072,1461542800
2021-09-01,152.830002,157.259995,141.270004,141.500000,140.711502,1797835100
2021-10-01,141.899994,153.169998,138.270004,149.800003,148.965271,1565079200
2021-11-01,148.990005,165.699997,147.479996,165.300003,164.378906,1691029000
2021-12-01,167.479996,182.130005,157.800003,177.570007,176.838242,2444766700
2022-01-01,177.830002,182.940002,154.699997,174.779999,174.059738,2108446000
2022-02-01,174.009995,176.649994,152.000000,165.119995,164.439545,1627516300
2022-03-01,164.699997,179.610001,150.100006,174.610001,174.111984,2180800100
2022-04-01,174.029999,178.490005,155.380005,157.649994,157.200348,1687795600
2022-05-01,156.710007,166.479996,132.610001,148.839996,148.415466,2401040300
2022-06-01,149.899994,151.740005,129.039993,136.720001,136.530350,1749099800
2022-07-01,136.039993,163.630005,135.660004,162.509995,162.284576,1447027700
2022-08-01,161.009995,170.990005,159.630005,168.490005,168.256287,573034800
